19;"Maiz                                    ";10825;Planta Villa Mercedes;2097;MZ-1022-015;NULL;Luis Tazzioli;NULL;NULL;Primaria;163111;0;163.111;$ 19.630,30;$ 3.201.918;$ 176,78;Dolar Vendedor BNA $ 176,780 (Vie. 30-Dic.);U$S 8,00;$ 230.678;NULL;NULL;$ 0;$ 0;0;0;$ 0;Pagada;330122690776;$ 2.971.240;30/12/2022;30/12/2022;NULL;Liquidación compensada con FC A-00022-00000047;30/12/2022 15:05;Matías Chamorro
19;"Maiz                                    ";10825;Planta Villa Mercedes;2096;MZ-0422-025;0422300978;COTAGRO;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;Secundaria;3021140;6.560;3.014.580;$ 43.150,00;$ 130.079.127;$ 172,19;Dolar Comprador BNA $ 172,190 (Jue. 15-Dic.);U$S 9,00;$ 4.671.725;NULL;NULL;$ 0;$ 1.254.074;153;38;$ 6.602;Pagada;331006074740;$ 126.654.874;06/01/2023;06/01/2023;NULL;lsg y ajuste de acuerdo con proforma comision 678-1356 orden de pago;28/12/2022 16:26;Emiliano Vargas
19;"Maiz                                    ";10825;Planta Villa Mercedes;2095;MZ-1022-002;2423805112;ACA CDC Córdoba Destino;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;Secundaria;509320;0;509.320;$ 43.400,00;$ 22.104.488;$ 175,85;Dolar Comprador BNA $ 175,850 (Mar. 27-Dic.);U$S 3,50;$ 313.474;NULL;NULL;$ 0;$ 217.910;0;0;$ 0;Pagada;331006074577;$ 22.008.924;20/01/2023;20/01/2023;NULL;lsg de acuerdo con proforma comision 678-1348 orden de pago;28/12/2022 11:37;Emiliano Vargas
19;"Maiz                                    ";10825;Planta Villa Mercedes;2094;MZ-1222-001;NULL;Río Bravo Consultores SA.;NULL;GRUPO CGM;Primaria;230740;3.698;227.042;$ 43.500,00;$ 9.876.327;$ 175,73;Dolar Vendedor BNA $ 175,730 (Lun. 26-Dic.);-;$ 0;NULL;NULL;$ 0;$ 98.763;0;0;$ 0;Pagada;330122676063;$ 9.975.090;17/01/2023;17/01/2023;NULL;LSG de acuerdo a proforma. Comisión  1-155 orden de pago;27/12/2022 15:22;Emiliano Vargas
19;"Maiz                                    ";10825;Planta Villa Mercedes;2093;MZ-1022-002;2423805112;ACA CDC Córdoba Destino;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;Secundaria;510540;2.681;507.859;$ 43.500,00;$ 22.091.867;$ 175,53;Dolar Comprador BNA $ 175,530 (Lun. 26-Dic.);U$S 3,50;$ 312.006;NULL;NULL;$ 0;$ 217.799;219;54;$ 9.527;Pagada;331006069798;$ 21.988.133;17/01/2023;17/01/2023;NULL;lsg y ajuste conforme con proforma comision 678-1256 orden de pago;27/12/2022 15:22;Emiliano Vargas
19;"Maiz                                    ";10825;Planta Villa Mercedes;2092;MZ-1022-001;0423300348;COTAGRO;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;Secundaria;749800;4.334;745.466;$ 45.400,00;$ 33.844.156;$ 174,64;Dolar Comprador BNA $ 174,640 (Vie. 23-Dic.);U$S 8,00;$ 1.041.505;NULL;NULL;$ 0;$ 328.027;0;0;$ 0;Pagada;331006069810;$ 33.130.677;17/01/2023;17/01/2023;NULL;lsg de acuerdo con proforma comision 678-1257 orden de pago;27/12/2022 15:17;Emiliano Vargas
19;"Maiz                                    ";10825;Planta Villa Mercedes;2091;MZ-0422-011;2422805142;ACA CDC Córdoba Destino;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;Secundaria;631160;879;630.281;$ 45.400,00;$ 28.614.757;$ 174,64;Dolar Comprador BNA $ 174,640 (Vie. 23-Dic.);U$S 9,00;$ 990.650;NULL;NULL;$ 0;$ 276.241;0;0;$ 0;Pagada;331006071852;$ 27.900.348;17/01/2023;17/01/2023;NULL;lsg de acuerdo con proforma comision 678-1322 orden de pago;27/12/2022 15:11;Emiliano Vargas
19;"Maiz                                    ";10825;Planta Villa Mercedes;2090;MZ-0422-010;2422805141;ACA CDC GENERAL LEVALLE;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA;Secundaria;1307120;4.739;1.302.381;$ 45.400,00;$ 59.128.097;$ 174,64;Dolar Comprador BNA $ 174,640 (Vie. 23-Dic.);U$S 9,00;$ 2.047.030;NULL;NULL;$ 0;$ 570.811;217;56;$ 9.852;Pagada;331006071427;$ 57.642.026;17/01/2023;17/01/2023;NULL;lsg y ajuste conforme con proforma comision 678-1308 orden de pago;27/12/2022 15:06;Emiliano Vargas
19;"Maiz                                    ";10825;Planta Villa Mercedes;2089;MZ-1022-011;NULL;MATESUR S.A;SESNICH - VILLALONGA CEREALES SA;NULL;Secundaria;106580;0;106.580;$ 45.000,00;$ 4.796.100;$ 173,93;Dolar Vendedor BNA $ 173,930 (Mar. 20-Dic.);U$S 8,00;$ 148.300;NULL;NULL;$ 0;$ 46.478;0;0;$ 0;Pagada;331006082372;$ 4.694.278;06/01/2023;06/01/2023;NULL;lsg de acuerdo con proforma comision 3-65324 orden de pago;26/12/2022 16:53;Emiliano Vargas
19;"Maiz                                    ";10825;Planta Villa Mercedes;2088;MZ-1122-002;NULL;MARINO HNOS ETRURIA S A;NULL;NULL;Primaria;528380;17.070;511.310;$ 45.400,00;$ 23.213.474;$ 174,84;Dolar Vendedor BNA $ 174,840 (Vie. 23-Dic.);-;$ 0;NULL;NULL;$ 0;$ 0;0;0;$ 0;Pagada;330122675967;$ 23.213.474;10/01/2023;10/01/2023;NULL;LPG de aciuerdo a Pro-Forma orden de pago;26/12/2022 16:51;Emiliano Vargas
